utc_timestamp,actual_demand,pred_demand,pred_solar,pred_wind,pred_supply,pred_gap,actual_gap,level,action,detail
2019-08-09 23:00:00+00:00,41857.0,42228.402,1.17184,18479.238,18480.41,23747.991843750002,24625.7832,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 23,748 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 00:00:00+00:00,40146.0,40488.543,2.5295928,17796.664,17799.193,22689.349640624998,21578.6064,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 22,689 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 01:00:00+00:00,40468.0,39608.24,4.9607058,19309.84,19314.8,20293.439218749998,21766.492,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 20,293 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 02:00:00+00:00,39576.0,40508.94,5.713757,19333.684,19339.396,21169.543515625002,19756.872,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 21,170 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 03:00:00+00:00,40583.0,40132.598,15.844865,20292.35,20308.195,19824.402687499998,19755.5079,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 19,824 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 04:00:00+00:00,41426.0,41839.027,632.007,21669.814,22301.822,19537.204734375002,19166.1768,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 19,537 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 05:00:00+00:00,45321.0,44237.934,2685.3188,21254.316,23939.635,20298.299234375,20608.5844,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 20,298 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 06:00:00+00:00,48742.0,48604.656,5890.9453,22010.875,27901.82,20702.835687500003,19818.8904,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 20,703 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 07:00:00+00:00,53015.0,51286.58,8914.381,23624.455,32538.836,18747.7440625,18973.6388,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 18,748 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 08:00:00+00:00,54683.0,54572.105,11022.963,27102.648,38125.61,16446.495625000003,17220.6224,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 16,446 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 09:00:00+00:00,55233.0,55224.258,11994.016,28102.87,40096.883,15127.375187500002,14090.771600000007,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 15,127 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 10:00:00+00:00,55572.0,54145.246,12931.301,28905.328,41836.63,12308.61709375,12916.79,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 12,309 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 11:00:00+00:00,53947.0,53345.97,14008.944,28519.895,42528.84,10817.130156250001,9931.581900000005,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 10,817 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 12:00:00+00:00,52065.0,52032.64,13511.957,28403.406,41915.363,10117.27671875,8211.092000000004,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 10,117 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 13:00:00+00:00,51194.0,50977.375,13073.269,28613.34,41686.61,9290.765625,7544.579700000002,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 9,291 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 14:00:00+00:00,50518.0,50685.746,11886.463,28162.102,40048.562,10637.1835,8891.900399999999,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 10,637 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 15:00:00+00:00,50808.0,50778.965,9629.501,27022.8,36652.3,14126.664218749997,12109.099300000002,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 14,127 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 16:00:00+00:00,50748.0,50672.824,6260.994,26126.027,32387.021,18285.802515625,15201.515,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 18,286 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 17:00:00+00:00,49854.0,50310.863,2507.707,25746.934,28254.64,22056.222374999998,21345.0461,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 22,056 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 18:00:00+00:00,47671.0,48145.355,211.06908,23690.814,23901.883,24243.472187500003,24924.5262,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 24,243 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 19:00:00+00:00,46976.0,46381.53,13.920292,21088.557,21102.477,25279.0534375,25756.1216,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 25,279 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 20:00:00+00:00,44939.0,45171.395,0.0,20226.066,20226.066,24945.328593749997,23301.876800000002,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 24,945 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 21:00:00+00:00,41796.0,41868.395,0.09806076,21152.844,21152.941,20715.453593749997,19061.1256,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 20,715 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 22:00:00+00:00,39381.0,39185.57,1.2373859,22138.627,22139.865,17045.704765625,16492.1424,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 17,046 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-10 23:00:00+00:00,37740.0,37311.297,1.2373859,22424.836,22426.074,14885.222781249999,15183.944800000001,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 14,885 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 00:00:00+00:00,36821.0,36609.25,2.708369,22020.205,22022.914,14586.3359375,14627.5504,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 14,586 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 01:00:00+00:00,36174.0,36279.33,0.75851214,21441.223,21441.98,14837.349531250002,14730.597600000001,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 14,837 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 02:00:00+00:00,36171.0,36045.082,0.003267318,20658.97,20658.975,15386.107390625002,15025.6296,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 15,386 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 03:00:00+00:00,36168.0,36216.414,5.59144,20439.264,20444.855,15771.558531249997,15300.770300000004,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 15,772 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 04:00:00+00:00,36661.0,36492.02,507.17,20422.996,20930.166,15561.853984374997,15741.2183,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 15,562 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 05:00:00+00:00,39224.0,38407.434,3305.5278,19756.219,23061.746,15345.687906250001,16600.4078,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 15,346 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 06:00:00+00:00,42079.0,42117.86,8981.942,18063.236,27045.18,15072.6803125,15763.2892,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 15,073 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 07:00:00+00:00,44683.0,44920.09,15602.372,16242.183,31844.555,13075.535312499997,11561.270900000003,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 13,076 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 08:00:00+00:00,47191.0,46905.19,21161.654,16602.713,37764.367,9140.822812500002,7830.801200000002,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 9,141 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 09:00:00+00:00,50304.0,49193.46,24045.209,17938.639,41983.848,7209.612343749999,7935.484599999996,HIGH,🟠 Demand response + gas peakers,"Deficit of 7,210 MW — trigger industrial demand response, activate dispatchable gas generation."
2019-08-11 10:00:00+00:00,50122.0,49714.12,25450.28,17631.105,43081.383,6632.737187500003,8308.281000000003,HIGH,🟠 Demand response + gas peakers,"Deficit of 6,633 MW — trigger industrial demand response, activate dispatchable gas generation."
2019-08-11 11:00:00+00:00,47742.0,48276.8,25033.104,16438.582,41471.688,6805.112500000003,6873.286500000002,HIGH,🟠 Demand response + gas peakers,"Deficit of 6,805 MW — trigger industrial demand response, activate dispatchable gas generation."
2019-08-11 12:00:00+00:00,46273.0,46424.88,23578.727,16037.141,39615.867,6809.012812499997,6976.469499999999,HIGH,🟠 Demand response + gas peakers,"Deficit of 6,809 MW — trigger industrial demand response, activate dispatchable gas generation."
2019-08-11 13:00:00+00:00,45901.0,45515.7,20668.46,15370.861,36039.32,9476.379687499997,10092.6973,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 9,476 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 14:00:00+00:00,45040.0,45542.957,15637.192,15299.119,30936.312,14606.644500000002,15312.471299999997,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 14,607 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 15:00:00+00:00,45770.0,45937.97,10177.854,14290.514,24468.367,21469.6028125,22352.569,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 21,470 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 16:00:00+00:00,47737.0,46682.02,5403.666,12360.706,17764.371,28917.648906249997,31137.1086,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 28,918 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 17:00:00+00:00,47367.0,48300.402,1987.2493,9821.449,11808.698,36491.7037578125,36734.8917,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 36,492 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 18:00:00+00:00,47263.0,46884.8,303.28027,7890.7524,8194.033,38690.766796875,38261.736099999995,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 38,691 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 19:00:00+00:00,47239.0,46843.28,2.1372113,8258.162,8260.3,38582.9801953125,38372.548,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 38,583 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 20:00:00+00:00,45423.0,46125.508,0.0,8651.837,8651.837,37473.6710859375,35771.7304,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 37,474 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 21:00:00+00:00,42836.0,42775.07,0.0,9806.21,9806.21,32968.8600390625,32116.7824,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 32,969 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 22:00:00+00:00,40504.0,40798.21,0.0,10877.408,10877.408,29920.801796875,28496.344,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 29,921 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-11 23:00:00+00:00,38796.0,38837.04,0.0,12150.49,12150.49,26686.549765625,25650.672,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 26,687 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 00:00:00+00:00,38350.0,37769.97,0.9279455,13702.387,13703.314,24066.655546875,24846.976000000002,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 24,067 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 01:00:00+00:00,37958.0,38484.375,2.9654691,13883.0205,13885.986,24598.388671875,24430.136,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 24,598 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 02:00:00+00:00,39318.0,38977.844,3.7185206,14079.861,14083.58,24894.263921874997,25501.992,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 24,894 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 03:00:00+00:00,43314.0,42176.387,9.22086,14380.77,14389.99,27786.396765625002,29418.4819,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 27,786 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 04:00:00+00:00,51031.0,51037.98,575.18243,14352.068,14927.251,36110.7290234375,36766.0819,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 36,111 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 05:00:00+00:00,56725.0,56884.016,2829.1387,14196.337,17025.477,39858.5394375,41998.9108,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 39,859 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 06:00:00+00:00,60180.0,60478.344,6264.045,12014.865,18278.91,42199.43384375,43097.2531,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 42,199 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 07:00:00+00:00,61337.0,61982.59,10296.801,10763.578,21060.379,40922.21109375,39269.541,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 40,922 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 08:00:00+00:00,62446.0,63101.047,14635.393,11284.71,25920.102,37180.9454375,35588.0937,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 37,181 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 09:00:00+00:00,65102.0,63599.496,16796.654,12400.355,29197.01,34402.486234375,36193.4102,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 34,402 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 10:00:00+00:00,64295.0,64666.695,16517.566,14162.8545,30680.422,33986.273125,35437.2836,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 33,986 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 11:00:00+00:00,63677.0,63604.582,15182.128,14107.882,29290.01,34314.572234375,36408.937600000005,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 34,315 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 12:00:00+00:00,61121.0,62663.336,12842.625,13471.846,26314.47,36348.865296875,36074.721,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 36,349 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 13:00:00+00:00,60455.0,60353.117,11129.257,12510.406,23639.664,36713.4529375,36680.1091,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 36,713 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 14:00:00+00:00,60815.0,59462.42,10027.794,10741.675,20769.469,38692.95125,39047.6718,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 38,693 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 15:00:00+00:00,60128.0,60511.855,8209.733,9784.901,17994.635,42517.220234375,42625.1962,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 42,517 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 16:00:00+00:00,58969.0,60148.207,4226.665,9039.148,13265.813,46882.3935234375,46271.879,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 46,882 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 17:00:00+00:00,58042.0,58503.17,1582.9277,7880.8115,9463.739,49039.4307421875,48506.2598,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 49,039 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 18:00:00+00:00,56199.0,56215.92,168.32808,7724.3857,7892.714,48323.2061328125,49014.5206,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 48,323 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 19:00:00+00:00,54690.0,53850.676,7.426187,7334.74,7342.1665,46508.50949609375,48544.584,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 46,509 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 20:00:00+00:00,51147.0,50991.367,0.28982678,6589.5303,6589.8203,44401.5466875,44400.456,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 44,402 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 21:00:00+00:00,47013.0,47441.28,1.0451599,7170.2686,7171.3135,40269.9665234375,39436.8,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 40,270 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 22:00:00+00:00,44429.0,44312.82,2.7893562,7423.922,7426.7114,36886.10857421875,36020.606,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 36,886 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-12 23:00:00+00:00,42293.0,42775.965,2.7893562,8012.16,8014.9497,34761.01529296875,33457.229,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 34,761 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 00:00:00+00:00,41667.0,41458.33,4.2603397,8725.1,8729.36,32728.9696484375,32587.7235,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 32,729 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 01:00:00+00:00,41756.0,41862.043,2.272068,8787.422,8789.694,33072.3486640625,32413.34,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 33,072 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 02:00:00+00:00,42376.0,42832.586,1.5168228,9248.584,9250.101,33582.4854140625,33222.181,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 33,582 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 03:00:00+00:00,46303.0,45276.605,2.2690687,9087.74,9090.01,36186.595234375,36478.2775,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 36,187 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 04:00:00+00:00,53277.0,53119.477,441.35632,9996.266,10437.622,42681.8549296875,42839.223,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 42,682 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 05:00:00+00:00,58332.0,58874.984,2651.8884,9620.8,12272.688,46602.2955234375,45995.019,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 46,602 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 06:00:00+00:00,61266.0,61896.58,7352.466,8765.112,16117.578,45779.001875,45306.3285,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 45,779 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 07:00:00+00:00,62560.0,62959.527,12980.52,8103.9585,21084.479,41875.048484375,40326.0175,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 41,875 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 08:00:00+00:00,64126.0,64029.35,17203.824,9367.766,26571.59,37457.76015625,35861.345499999996,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 37,458 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 09:00:00+00:00,65726.0,65637.27,20253.355,11951.976,32205.332,33431.937968750004,33926.196500000005,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 33,432 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 10:00:00+00:00,64610.0,65626.2,20221.4,13685.345,33906.746,31719.453906249997,31129.1405,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 31,719 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 11:00:00+00:00,62825.0,63849.02,19461.432,15147.069,34608.5,29240.519999999997,28729.2875,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 29,241 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 12:00:00+00:00,61169.0,61748.867,18180.402,16086.18,34266.582,27482.28496875,27375.1325,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 27,482 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 13:00:00+00:00,59930.0,60142.742,15954.04,16249.847,32203.887,27938.85528125,28008.011,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 27,939 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 14:00:00+00:00,58885.0,58897.406,12596.894,16245.253,28842.146,30055.259515625003,30728.4655,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 30,055 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 15:00:00+00:00,58564.0,58882.227,8734.961,15370.23,24105.191,34777.03559375,36104.404,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 34,777 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 16:00:00+00:00,58791.0,58128.914,4378.5005,13291.789,17670.29,40458.6249375,42470.628,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 40,459 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 17:00:00+00:00,58084.0,58247.598,1637.9033,10652.15,12290.054,45957.5442890625,46849.8565,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 45,958 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 18:00:00+00:00,55846.0,56517.734,172.74277,9311.021,9483.765,47033.9693515625,48455.4085,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 47,034 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 19:00:00+00:00,54264.0,54472.27,8.029205,7841.9253,7849.9546,46622.31541015625,47301.7305,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 46,622 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 20:00:00+00:00,50579.0,51151.703,0.0,8048.7954,8048.7954,43102.90758984375,43104.872,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 43,103 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 21:00:00+00:00,46507.0,47478.793,0.0,8699.376,8699.376,38779.4170234375,38466.349,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 38,779 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 22:00:00+00:00,44143.0,43737.266,1.17184,8291.749,8292.921,35444.3451015625,35374.508799999996,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 35,444 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-13 23:00:00+00:00,42089.0,42612.613,1.17184,9043.155,9044.327,33568.2858515625,32987.4652,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 33,568 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-14 00:00:00+00:00,41213.0,41230.055,2.3445756,9056.898,9059.243,32170.8118359375,32340.122000000003,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 32,171 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-14 01:00:00+00:00,41273.0,41346.707,5.527163,8536.812,8542.339,32804.3681328125,32116.786399999997,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 32,804 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-14 02:00:00+00:00,42336.0,42248.574,5.063841,8977.157,8982.221,33266.353296875,33224.5236,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 33,266 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-14 03:00:00+00:00,45769.0,45447.035,22.738768,8685.575,8708.313,36738.7215234375,37303.7276,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 36,739 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-14 04:00:00+00:00,52490.0,51922.555,402.67087,8247.338,8650.009,43272.5462109375,43893.4304,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 43,273 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
2019-08-14 05:00:00+00:00,57616.0,57949.383,2880.7327,7374.0317,10254.765,47694.6183515625,46700.5772,CRITICAL,🔴 Emergency import + backup generators,"Deficit of 47,695 MW — activate emergency response, import from neighbouring grids, spin up gas peakers immediately."
